,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Hướng ban công,Ngày đăng,Ngày hết hạn,Category
217,Tin VIP Bạc,41462009,https://batdongsan.com.vn/ban-nha-mat-pho-duong-su-van-hanh-phuong-12-5/sieu-vi-tri-mt-ke-ben-mall-p12-quan-10-4-6-x-18m-4-lau-hdt-100tr-th-37-ty-pr41462009,"86,4 m²",35 tỷ,,5 tầng,,,,,"Siêu vị trí MT Sư Vạn Hạnh kế bên Vạn Hạnh Mall, P12, Quận 10. 4.8 X 18m 4 lầu HĐT: 100tr/th 35 tỷ","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",,,Chưa Xác Thực,,07/11/2024,18/11/2024,Nha Mat Pho
218,Tin VIP Bạc,41382700,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-cuu-van-phuong-17-1/thu-nhap-1-2-ty-99-ty-ban-ban-toa-chdv-ham-9-lau-thang-may-pccc-pr41382700,172 m²,99 tỷ,,10 tầng,,,,,"Thu nhập 1,2 tỷ, 99 tỷ, bán bán tòa CHDV Nguyễn Cửu Vân, hầm 9 lầu, thang máy, PCCC","Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Hồ Chí Minh",,,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
219,Tin VIP Bạc,41461334,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-6-phuong-binh-tri-dong-b/-tien-tan-hiem-6-gan-aeon-tan-5x18m-4-tang-16-x-ty-pr41461334,90 m²,Thỏa thuận,Tây,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Mặt tiền Bình Tân - hiếm - đường Số 6 gần Aeon - Bình Tân - 5x18m - 4 tầng - 16.x tỷ,"Đường Số 6, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",20 m,5 m,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
220,Tin VIP Bạc,41461243,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ap-chien-luoc-phuong-binh-tri-dong/can-ban-g-tien-btd-quan-tan-pr41461243,400 m²,42 tỷ,,,,,,,"Cần bán gấp nhà mặt tiền đường Ấp Chiến Lược, Phường BTĐ, Quận Bình Tân","Đường Ấp Chiến Lược, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",,12 m,Chưa Xác Thực,,07/11/2024,22/11/2024,Nha Mat Pho
221,Tin VIP Bạc,41461235,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-quoi-phuong-binh-hung-hoa-a/-tien-bhha-tan-3-tang-kinh-doanh-sam-uat-4-x-17m-xe-hoi-vao-chi-7-44ty-pr41461235,68 m²,"7,44 tỷ",Đông,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà mặt tiền Lê Văn Quớ, BHHA, Bình Tân 3 tầng kinh doanh sầm uất 4 x 17m xe hơi vào nhà chỉ 7,44tỷ","Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",,4 m,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
222,Tin VIP Bạc,40427837,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hai-ba-trung-phuong-tan-dinh-2/n-gap-mt-ngay-cho-q-1-dt-150m2-gpxd-ham-7-g-san-thuong-pr40427837,150 m²,43 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán gấp nhà MT ngay chợ Tân Định + Hai Bà Trưng - Q. 1, DT 150m2 + GPXD: Hầm + 7 tầng + sân thượng","Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Hồ Chí Minh",,"4,7 m",Chưa Xác Thực,,07/11/2024,17/11/2024,Nha Mat Pho
223,Tin VIP Bạc,41459407,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-lan-phuong-2-21/ban-tien-khu-am-thuc-phan-xich-long-va-kinh-doanh-sam-uat-vi-tri-thuan-loi-22-5-ty-pr41459407,64 m²,"22,5 tỷ",,4 tầng,,,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền Hoa Lan Khu ẩm thực Phan Xích Long và kinh doanh sầm uất, vị trí thuận lợi 22,5 tỷ","Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",,4 m,Chưa Xác Thực,,07/11/2024,17/11/2024,Nha Mat Pho
224,Tin VIP Bạc,41458588,https://batdongsan.com.vn/ban-nha-mat-pho-pho-van-kiep-phuong-3-19/ban-tien-4-tang-ngay-khu-am-thuc-tiep-giap-phan-xich-long-gia-duoi-18-ty-pr41458588,50 m²,"1,7 tỷ",,4 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Bán nhà mặt tiền 4 tầng ngay khu phố ẩm thực Vạn Kiếp tiếp giáp Phan Xích Long giá dưới 18 tỷ,"Đường Vạn Kiếp, Phường 3, Bình Thạnh, Hồ Chí Minh",,4 m,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
225,Tin VIP Bạc,40857851,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thi-dinh-phuong-cat-lai/ban-tien-kinh-doanh-p-q2-dt-5x35-gia-30-ty-pr40857851,172 m²,30 tỷ,,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền kinh doanh đường Nguyễn Thị Định, P. Cát Lái Q2, DT: 5x35m, giá 30 tỷ","Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",,5 m,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
226,Tin VIP Bạc,40014147,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-binh-tri-dong-b/-tien-5-x-23m-ten-lua-nho-tan-5-tang-thang-may-gia-10-8-ty-pr40014147,113 m²,"10,8 tỷ",,5 tầng,11 phòng,11 phòng,,,"Mặt tiền 5 x 23m, Tên Lửa nhỏ Bình Tân, 5 tầng, thang máy giá 10.8 tỷ","Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",,,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
227,Tin VIP Bạc,41446174,https://batdongsan.com.vn/ban-nha-mat-pho-duong-vinh-hoi-phuong-3/ban-tien-5-5x13m-no-hau-tret-2lau-st-6pn-7wc-17ty-pr41446174,72 m²,17 tỷ,,4 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà mặt tiền Vĩnh Hội 5.5x13m, nở hậu - trệt, 2 lầu, ST - 6PN - 7WC, 17 tỷ","Đường Vĩnh Hội, Phường 3, Quận 4, Hồ Chí Minh",25 m,"5,5 m",Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
228,Tin VIP Bạc,41456626,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tan-son-nhi-phuong-tan-son-nhi/ban-mt-12x25-2-lau-dang-cho-thue-150tr-t-gia-ban-72-ty-pr41456626,306 m²,72 tỷ,Đông,3 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà MT Tân Sơn Nhì, 12x25m, 2 lầu, đang cho thuê 170 tr/th, giá bán: 72 tỷ","Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",20 m,12 m,Chưa Xác Thực,Đông,07/11/2024,14/11/2024,Nha Mat Pho
229,Tin VIP Bạc,41453987,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-cong-tru-phuong-nguyen-thai-binh/ban-quan-1-gia-sieu-hoi-chi-36-ty-vnd-dt-67-2m2-7-tang-tm-4-5x18m-pr41453987,"67,2 m²",36 tỷ,,7 tầng,,,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt phố Nguyễn Công Trứ Quận 1, giá siêu hời chỉ 36 tỷ VND, DT 67.2m2, 7 tầng TM, 4.5x18m","Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",,"4,5 m",Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
230,Tin VIP Bạc,41453874,https://batdongsan.com.vn/ban-nha-mat-pho-duong-su-van-hanh-phuong-12-5/ban-tai-quan-10-gia-34-ty-dien-tich-4-5x18m-1-tret-4-lau-dep-pr41453874,"72,7 m²",34 tỷ,,5 tầng,,,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt phố tại đường Sư Vạn Hạnh, Quận 10, giá 34 tỷ, diện tích 4.5x18m, 1 trệt 4 lầu đẹp","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",,,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
231,Tin VIP Bạc,41369099,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-chieu-phuong-14-8/sieu-5-tam-khu-dong-bo-cao-tang-co-thang-may-full-noi-that-dt-60m2-nhinh-11-ty-tl-pr41369099,60 m²,"11,3 tỷ",Bắc,5 tầng,4 phòng,6 phòng,,,"Siêu phẩm 5 tấm khu đồng bộ cao tầng, có thang máy, full nội thất, DT 60m2, nhỉnh 11 tỷ TL","Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",6 m,,Chưa Xác Thực,,05/11/2024,15/11/2024,Nha Mat Pho
232,Tin thường,41402635,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-494-phuong-tang-nhon-phu-a-1/giam-2-7ty-4-13pn-mt-nhua-16m-ngay-le-van-viet-5x21-hoan-cong-thu-p-45tr-th-pr41402635,105 m²,"14,3 tỷ",Tây - Nam,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Giảm 2,7tỷ nhà 4 tầng 13PN MT đường nhựa 16m ngay Lê Văn Việt - 5x21 - hoàn công - thu nhập 45tr/th","Đường Số 494, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",16 m,5 m,TIN XÁC THỰC,Tây - Nam,12/11/2024,22/11/2024,Nha Mat Pho
233,Tin thường,41295253,https://batdongsan.com.vn/ban-nha-mat-pho-duong-11-1-phuong-phuoc-binh/ban-tien-11-quan-9-cu-87m2-gia-8-3-ty-tl-pr41295253,87 m²,"8,3 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền đường 11, Phước Bình Quận 9 cũ 87m2 giá 8,3 tỷ TL","Đường 11, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",16 m,4 m,TIN XÁC THỰC,,02/11/2024,18/11/2024,Nha Mat Pho
234,Tin thường,41086352,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-phong-9/ban-kdc-quy-dong-6x15m-4-g-san-thuong-dep-pr41086352,90 m²,"15,8 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà KDC Tân Quy Đông (6x15m) 4 tầng + sân thượng nhà đẹp,"Phường Tân Phong, Quận 7, Hồ Chí Minh",10 m,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
235,Tin thường,41097088,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-quy/ban-duong-so-so-hong-4x20m-tret-lung-3-lau-full-noi-that-dep-pr41097088,72 m²,"15,5 tỷ",,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà đường số Tân Quy (sổ hồng 4x20m) trệt + lửng + 3 lầu full nội thất đẹp,"Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,4 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
236,Tin thường,40992648,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/ban-quan-7-dt-4-6x20m-so-hong-gia-tot-pr40992648,92 m²,"15,8 tỷ",Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,"Bán nhà Huỳnh Tấn Phát, Quận 7 (DT 4,6x20m) sổ hồng, giá tốt","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",30 m,"4,6 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
237,Tin thường,40953277,https://batdongsan.com.vn/ban-nha-mat-pho-duong-672-phuong-phuoc-long-b/an-iet-thu-3-tang-12-2x19m-vi-tri-vip-tien-gan-xa-lo-ha-noi-p-q9-pr40953277,"229,9 m²","23,5 tỷ",Đông - Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán biệt thự 3 tầng 12,2x19m, vị trí VIP. Mặt tiền gần đường Xa Lộ Hà Nội, P Phước Long B, Q9","Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"12,2 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
238,Tin thường,41118404,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-42-phuong-binh-trung-dong/ban-toa-1-ham-6-lau-789m2-chi-38-ty-42-p-q2-ke-benh-vien-le-van-th-pr41118404,202 m²,38 tỷ,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà 1 hầm 6 lầu sàn 789m2 chỉ 38 tỷ. Đường Số 42, P Bình Trưng Đông, Q2. Kế BV Lê Văn Thịnh","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"8,4 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
239,Tin thường,41271065,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-an-phu/b-tien-4-khu-4-p-q2-dt-6m-x-9-25m-gia-11-ty-g-vincom-mega-mall-pr41271065,"54,4 m²",11 tỷ,Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà mặt tiền đường Số 4, khu phố 4, P.An Phú, Q2. DT 6m x 9,25m giá 11 tỷ. Gần Vincom Mega Mall","39A, Đường Số 4, Phường An Phú, Quận 2, Hồ Chí Minh",,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
240,Tin thường,41505583,https://batdongsan.com.vn/ban-nha-mat-pho-duong-42-3-phuong-binh-trung-dong/-mt-42-dien-tich-145m2-xd-4-tang-5pn-5wc-co-gara-xe-hoi-gia-14-5-ty-tl-chinh-chu-pr41505583,145 m²,"14,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà MT Đường 42, diện tích 145m2 XD 4 tầng 5PN 5WC có gara xe hơi. Giá 14.5 tỷ TL chính chủ","Đường 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
241,Tin VIP Bạc,24526295,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-nghi-phuong-tan-phong-9-prj-khu-nha-pho-hung-gia/can-ban-can-goc-2-tien-va-2-phu-my-quan-7-lh-0902400919-pr24526295,"203,5 m²",88 tỷ,,4 tầng,17 phòng,20 phòng,,,"Cần bán nhà căn góc 2 mặt tiền Phạm Văn Nghị Bùi Bằng Đoàn, Phú Mỹ Hưng, Quận 7. LH: 0902 400 ***","Dự án Hưng Gia, Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh",,,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
242,Tin VIP Bạc,40130018,https://batdongsan.com.vn/ban-nha-mat-pho-duong-lam-van-ben-phuong-tan-kieng/ban-toa-can-ho-dich-vu-thu-p-420-trieu-thang-gia-85-ty-pr40130018,277 m²,88 tỷ,,8 tầng,73 phòng,75 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà căn hộ dịch vụ đường Lâm Văn Bền, thu nhập 420 triệu/tháng - giá 88 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",,,Chưa Xác Thực,,07/11/2024,14/11/2024,Nha Mat Pho
243,Tin VIP Bạc,41449559,https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-lo-22-xa-trung-chanh/ban-tien-22-ngay-nga-4-nguyen-anh-thu-dien-tich-9m-x-32-no-17m-pr41449559,323 m²,25 tỷ,,6 tầng,12 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán nhà mặt tiền Quốc Lộ 22, ngay ngã 4 Trung Chánh - Nguyễn Ánh Thủ. Diện tích: 9m x 32 nở hậu 17m","Đường Quốc Lộ 22, Xã Trung Chánh, Hóc Môn, Hồ Chí Minh",,9 m,Chưa Xác Thực,,06/11/2024,17/11/2024,Nha Mat Pho
244,Tin VIP Bạc,38590238,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-quang-dinh-phuong-14-7/ban-toa-building-sieu-vi-tri-mt-10x25m-ham-7-tang-hop-dong-thue-190-trieu-thang-pr38590238,200 m²,40 tỷ,,7 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán tòa nhà siêu vị trí MT Lê Quang Định (8x25m) hầm 7 tầng, hợp đồng thuê 150 tr/tháng. Giá 40 tỷ","Đường Lê Quang Định, Phường 14, Bình Thạnh, Hồ Chí Minh",,8 m,Chưa Xác Thực,,06/11/2024,14/11/2024,Nha Mat Pho
245,Tin VIP Bạc,41448550,https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-van-tan-phuong-5-8/ban-5-5x16m-tien-2-chieu-quan-3-pr41448550,87 m²,43 tỷ,,4 tầng,,,,,"Bán nhà 5,5x16m - mặt tiền Võ Văn Tần (2 chiều), Quận 3","343 Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",,"5,5 m",Chưa Xác Thực,,06/11/2024,14/11/2024,Nha Mat Pho
246,Tin VIP Bạc,41448183,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-13-phuong-phuoc-binh/nong-sat-global-city-chi-7-5-ty-pr41448183,88 m²,"7,5 tỷ",,1 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Nóng Phước Bình - sát Global City - chỉ 7,5 tỷ","Đường Số 13, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",22 m,4 m,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
247,Tin VIP Bạc,38485371,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-duc-hien-phuong-tay-thanh/chinh-chu-vay-ngan-hang-can-ban-gap-mt-quan-tan-phu-7-5x24m-gia-cuc-re-pr38485371,160 m²,"30,3 tỷ",,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chính chủ vay ngân hàng cần bán gấp nhà MT đường Dương Đức Hiền, Quận Tân Phú,7.5x24m. Giá cực rẻ","Đường Dương Đức Hiền, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",20 m,"7,5 m",Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
248,Tin VIP Bạc,39682498,https://batdongsan.com.vn/ban-nha-mat-pho-duong-de-tham-phuong-co-giang/ban-gap-tien-quan-1-5x25-gia-re-nhat-khu-vuc-nay-khong-can-thu-2-so-sanh-pr39682498,120 m²,45 tỷ,,2 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán gấp mặt tiền Đề Thám Cô Giang Quận 1. 5x25, giá rẻ nhất khu vực này không có căn thứ 2 so sánh","Đường Đề Thám, Phường Cô Giang, Quận 1, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
249,Tin VIP Bạc,39903400,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-sa-phuong-da-kao/ban-gap-toa-tien-quan-1-gan-hai-ba-trung-pr39903400,354 m²,105 tỷ,,8 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán gấp tòa nhà mặt tiền đường Hoàng Sa, quận 1 gần Hai Bà Trưng","Đường Hoàng Sa, Phường Đa Kao, Quận 1, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
250,Tin VIP Bạc,41447675,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-tri-phuong-1-phuong-5-12/ban-tien-quan-10-6x18m-6-lau-hdt-120tr-th-ha-gia-ve-33-5-ty-pr41447675,108 m²,"33,5 tỷ",,5 tầng,6 phòng,8 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền đường Quận 10 6x18M, 6 lầu HDT 120tr/th đường Nguyễn Tri Phương hạ giá về 33.5 tỷ","Đường Nguyễn Tri Phương, Phường 5, Quận 10, Hồ Chí Minh",20 m,6 m,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
251,Tin VIP Bạc,40940626,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-hon-phuong-tan-thoi-nhat-1/duy-1-can-tien-4x18m-gia-chi-11-5-ti-pr40940626,"71,4 m²","11,6 tỷ",Tây - Nam,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Rẽ nhất khu vực căn mặt tiền Phan Văn Hớn 4.2x17m, giảm sốc 1 tỷ còn 11.6 tỷ","Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",25 m,"4,2 m",Chưa Xác Thực,Tây - Nam,06/11/2024,13/11/2024,Nha Mat Pho
252,Tin VIP Bạc,41386687,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-phu-thanh/-tien-lam-cong-ty-moi-tk-sang-trong-4-5mx19m-duc-4-5-tam-pr41386687,84 m²,"13,5 tỷ",,5 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,"Mặt tiền làm công ty - nhà mới, TK sang trọng (4.5mx19m), đúc 4.5 tấm","Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",13 m,"4,5 m",Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
253,Tin VIP Bạc,41446722,https://batdongsan.com.vn/ban-nha-mat-pho-duong-d6-phuong-phuoc-long-b/hang-ngon-can-ban-gap-1t3l-cach-global-city-1km-dt-6x21-mt-20m-gia-chi-17-5-ty-pr41446722,126 m²,"17,5 tỷ",Tây - Nam,4 tầng,,,Đang chờ sổ,,"Hàng ngon - Cần bán gấp nhà 1T3L cách Global city 1km - DT (6x21) MT đường D6 (20m) giá chỉ 17,5 tỷ","Đường D6, Phường Phước Long B, Quận 9, Hồ Chí Minh",20 m,6 m,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
254,Tin VIP Bạc,41446587,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-trai-phuong-ben-thanh/toa-tien-7-5x21-ham-7-tang-thu-p-320tr-th-gia-53-ty-pr41446587,97 m²,44 tỷ,,8 tầng,,,,,"Góc 2MT Nguyễn Trãi phường Bến Thành - (4,5x20) 4 tầng - thu nhập: 120tr/th giá 44 tỷ","Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
255,Tin VIP Bạc,41445834,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-cuu-van-phuong-17-1/ban-2mt-con-thuong-hieu-binh-thanh-quan-1-gia-chi-17-ty-pr41445834,60 m²,17 tỷ,Đông - Bắc,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà 2MT con đường thương hiệu Nguyễn Cửu Vân, Bình Thạnh, sát Quận 1, giá chỉ: 17 tỷ","Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Hồ Chí Minh",20 m,4 m,Chưa Xác Thực,Tây - Nam,06/11/2024,13/11/2024,Nha Mat Pho
256,Tin VIP Bạc,41445743,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cuu-long-phuong-2-22/toa-can-ho-dich-vu-ket-hop-van-phong-2-tien-9-p2-quan-tan-binh-khu-san-bay-sam-pr41445743,222 m²,90 tỷ,,,,,,,"Toà nhà Căn Hộ dịch vụ kết hợp Văn Phòng 2 Mặt Tiền 9 Cửu Long, P2, Quận Tân Bình. Khu sân bay sầm","Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",,"9,4 m",Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
257,Tin VIP Bạc,41445665,https://batdongsan.com.vn/ban-nha-mat-pho-duong-vinh-hoi-phuong-4/ban-tien-dien-tich-80m2-dang-cho-thue-40tr-thang-hop-dong-dai-han-pr41445665,82 m²,"18,5 tỷ",,,,,,,"BÁN NHÀ MẶT TIỀN VĨNH HỘI Diên tích 80m2, đang cho thuê 40tr/ tháng, hợp đồng dài hạn","Đường Vĩnh Hội, Phường 4, Quận 4, Hồ Chí Minh",,4 m,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
258,Tin VIP Bạc,39750431,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nam-ky-khoi-nghia-phuong-6-7/can-ban-sieu-building-2-ham-14-tang-goc-4-tien-12x20m-p6-quan-3-pr39750431,"368,4 m²",290 tỷ,,12 tầng,,,,,"Bán siêu building góc 4 mặt tiền Nam Kỳ Khởi Nghĩa- 2 hầm- 14 tầng- 12x20m, giá 290 tỷ TL, P6, Q3","Đường Nam Kỳ Khởi Nghĩa, Phường 6, Quận 3, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
259,Tin VIP Bạc,41241766,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hiep-nhat-phuong-4-20/chu-ngop-giam-4-ty-can-ban-t-p4-q-tan-binh-gia-11-5-ty-dt-5x18-5-tl-pr41241766,90 m²,"11,5 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Chủ ngộp giảm 4 tỷ Cần bán nhà mặt phố đường Hiệp Nhất P4 Q.Tân Bình, giá 11,5 tỷ DT 5x18,5m TL","Đường Hiệp Nhất, Phường 4, Tân Bình, Hồ Chí Minh",10 m,5 m,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
260,Tin VIP Bạc,41444914,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ton-that-thuyet-phuong-3/ban-rieng-tien-71-5m-q4-tien-kinh-doanh-o-pr41444914,"71,5 m²",17 tỷ,,2 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà riêng mặt tiền 71,5m², Đường Tôn Thất Thuyết, Q4 tiện kinh doanh & ở","Đường Tôn Thất Thuyết, Phường 3, Quận 4, Hồ Chí Minh",25 m,"5,5 m",Chưa Xác Thực,,06/11/2024,16/11/2024,Nha Mat Pho
