,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Ngày đăng,Ngày hết hạn,Category
220,Tin thường,41133609,https://batdongsan.com.vn/ban-dat-phuong-thanh-loc-3/lo-goc-2-mat-tien-quan-12-san-207-5m2-tho-cu-xay-dung-thuong-luong-chinh-chu-pr41133609,2.222 m²,"12,9 tỷ",,,,,Số sẵn,,"Lô góc 2 mặt tiền phường Thạnh Lộc, Quận 12; Sẵn 207.5m2 thổ cư xây dựng; Thương lượng chính chủ","Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
221,Tin thường,41465345,https://batdongsan.com.vn/ban-dat-duong-le-thi-tam-xa-nhon-duc/ban-can-tim-lo-de-xay-dung-nha-rieng-re-dinh-cu-on-dinh-lau-dai-vi-tri-gan-trung-gia-re-pr41465345,117 m²,"2,65 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,"Bạn cần tìm lô đất để xây dựng nhà riêng rẻ định cư ổn định lâu dài, vị trí gần trung tâm, giá rẻ","Hẻm số 12, Đường Lê Thị Tám, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",6 m,4 m,Chưa Xác Thực,09/11/2024,09/12/2024,Ban Dat
222,Tin thường,41503696,https://batdongsan.com.vn/ban-dat-duong-tran-nao-phuong-binh-an/b-gap-tai-12-qu-2-gia-141-trieu-m-dien-tich-290m-pr41503696,290 m²,141 triệu/m²,,,,,Sổ đỏ/ Sổ hồng,,"BÁN GẤP ĐẤT TẠI ĐƯỜNG 12 TRẦN NÃO, BÌNH AN, QUẬN 2, GIÁ 141 TRIỆU/M², DIỆN TÍCH 290M²","Đường 12 Trần Não, Bình An, Quận 2, Hồ Chí Minh",10 m,10 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
223,Tin thường,41390200,https://batdongsan.com.vn/ban-dat-duong-le-thi-rieng-phuong-thoi-an-1/ban-kdc-phu-nhuan-5-7x20m-9x25m-7x20m-10x17m-10x20m-so-hong-rieng-pr41390200,148 m²,"7,48 tỷ",,,,,Sổ hồng riêng,,"Bán đất KDC Phú Nhuận 5,7x20m, 9x25m, 7x20m, 10x17m, 10x20m sổ hồng riêng","Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",,10 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
224,Tin thường,41456098,https://batdongsan.com.vn/ban-dat-duong-tan-long_1-xa-tan-nhut/ban-tho-cu-gia-re-mt-nhua-long-210m2-pr41456098,200 m²,"3,6 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán đất thổ cư giá rẻ MT đường nhựa Tân Long 210m2,"Đường Tân Long, Xã Tân Nhựt, Bình Chánh, Hồ Chí Minh",10 m,"8,14 m",Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
225,Tin thường,41456098,https://batdongsan.com.vn/ban-dat-duong-tan-long_1-xa-tan-nhut/ban-tho-cu-gia-re-mt-nhua-long-210m2-pr41456098,200 m²,"3,6 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán đất thổ cư giá rẻ MT đường nhựa Tân Long 210m2,"Đường Tân Long, Xã Tân Nhựt, Bình Chánh, Hồ Chí Minh",10 m,"8,14 m",Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
226,Tin thường,41503850,https://batdongsan.com.vn/ban-dat-duong-an-phu-dong-9-phuong-an-phu-dong-1/-09-qu-12-ra-kenh-loc-500m-dt-14-35mmx28m-co-tho-365m-lh-pr41503850,400 m²,17 tỷ,,,,,,,Đất An Phú Đông 09 quận 12; Ra kênh An Lộc 500m; DT 14.35mmx28m; Có thổ 365m; LH 0976 391 ***,"Đường An Phú Đông 9, Phường An Phú Đông, Quận 12, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
227,Tin thường,41503667,https://batdongsan.com.vn/ban-dat-duong-ma-lo-phuong-binh-tri-dong-a/-tan-dien-tich-to-oto-toi-dat-pr41503667,78 m²,"4,35 tỷ",,,,,Sổ đỏ/ Sổ hồng,,ĐẤT MÃ LÒ BÌNH TÂN DIỆN TÍCH TO OTO TỚI ĐẤT,"Đường Mã Lò, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",4 m,4 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
228,Tin thường,41432129,https://batdongsan.com.vn/ban-dat-duong-le-van-thinh-phuong-binh-trung-dong/ban-hem-o-to-gan-nga-3-va-nguyen-duy-trinh-pr41432129,82 m²,"6,1 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,Bán đất hẻm ô tô gần ngã 3 đường Lê Văn Thịnh và đường Nguyễn Duy Trinh,"Đường Lê Văn Thịnh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",5 m,6 m,TIN XÁC THỰC,05/11/2024,15/11/2024,Ban Dat
229,Tin thường,41470684,https://batdongsan.com.vn/ban-dat-phuong-an-phu/b-190m-tho-cu-hem-4m-sat-ben-thao-dien-gia-17-5-ty-pr41470684,187 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán 187m2 đất thổ cư hẻm 4m phường An Phú, sát bên Thảo Điền giá 17.5 tỷ","Phường An Phú, Quận 2, Hồ Chí Minh",4 m,,TIN XÁC THỰC,08/11/2024,18/11/2024,Ban Dat
230,Tin thường,40922454,https://batdongsan.com.vn/ban-dat-duong-truong-van-bang-phuong-thanh-my-loi/ban-xay-cao-6-tang-khu-hanh-chinh-quan-2-dt-160m2-gia-chi-30-ty-4-so-hong-rieng-pr40922454,160 m²,"32,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất xây cao 6 tầng khu hành chính Thạnh Mỹ Lợi Quận 2, DT 160m2 giá chỉ 32 tỷ 8, sổ hồng riêng","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,07/11/2024,17/11/2024,Ban Dat
231,Tin thường,39531583,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-hiep-binh-chanh/ban-18x13m-khu-biet-thu-dan-chanh-pr39531583,203 m²,"14,2 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất (10*21m) khu biệt thự Bình Dân, Hiệp Bình Chánh, TP Thủ Đức","Đường Số 3, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,,TIN XÁC THỰC,06/11/2024,16/11/2024,Ban Dat
232,Tin thường,41358025,https://batdongsan.com.vn/ban-dat-duong-28-phuong-linh-dong/ban-gap-lo-mat-tien-xe-tai-ngay-vanh-dai-2-sieu-hot-pr41358025,"72,2 m²","5,2 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán gấp lô đất mặt tiền đường xe tải ngay vành đai 2 linh đông siêu hot: 0933 352 ***,"Đường 28, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",7 m,"4,3 m",TIN XÁC THỰC,11/11/2024,21/11/2024,Ban Dat
233,Tin thường,40920631,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-15-xa-phu-hoa-dong/cat-ban-nhanh-162m2-mat-tien-15-cu-chi-pr40920631,162 m²,"1,45 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Cắt lỗ bán nhanh 162m2 đất mặt tiền Tỉnh Lộ 15, Phú Hòa Đông, Củ Chi","Đường Tỉnh lộ 15, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh.",,6 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
234,Tin thường,41377820,https://batdongsan.com.vn/ban-dat-xa-phuoc-thanh/gia-soc-855-trieu-206m2-tho-so-san-mat-tien-duong-nhua-cu-chi-pr41377820,206 m²,855 triệu,,,,,Sổ đỏ/ Sổ hồng.,,"Giá sốc 855 triệu/206m2 đất thổ, sổ sẵn, mặt tiền đường nhựa Phước Thạnh, Củ Chi","Xã Phước Thạnh, Củ Chi, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
235,Tin thường,41502661,https://batdongsan.com.vn/ban-dat-pho-nguyen-xi-phuong-26/ban-lo-ngang-hiem-4-8m-duong-truoc-nha-10m-xe-tai-quay-dau-xay-moi-ham-6-tang-gia-ban-13t-pr41502661,100 m²,13 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán lô đất ngang hiếm 4,8m đường trước nhà 10m xe tải quay đầu - xây mới hầm 6 tầng - giá bán 13tỷ","Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10 m,"4,8 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
236,Tin thường,40534208,https://batdongsan.com.vn/ban-dat-duong-4a-phuong-long-thanh-my/ban-tdc-phuoc-thien-7x21-16m-ngay-vinhomes-q9-pr40534208,147 m²,"6,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất TDC Phước Thiện 7x21m, đường 16m, ngay Vinhomes Q9","Đường 4A, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",16 m,7 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
237,Tin thường,41503808,https://batdongsan.com.vn/ban-dat-phuong-thanh-xuan/-mat-tien-duong-song-vam-thuat-quan-12-so-san-dt-5mx28m-tho-cu-60m-pr41503808,140 m²,"3,9 tỷ",,,,,,,"Đất mặt tiền đường sông Vàm Thuật, Phường Thạnh Xuân, Quận 12; Sổ sẵn; DT 5mx28m thổ cư 60m","Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
238,Tin thường,39470623,https://batdongsan.com.vn/ban-dat-duong-ngo-chi-quoc-phuong-binh-chieu/toi-can-ban-lo-trong-kdc-2ty8-so-hong-56m2-nhua-6m-2-oto-qua-lai-pr39470623,57 m²,"2,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Tôi cần bán lô đất trong KDC Bình Chiểu - 2,8 tỷ - sổ hồng 57m2 - đường nhựa 6m 2 oto qua lại","Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",6 m,4 m,Chưa Xác Thực,09/11/2024,19/11/2024,Ban Dat
239,Tin thường,39469265,https://batdongsan.com.vn/ban-dat-duong-ngo-chi-quoc-phuong-binh-chieu/toi-ban-lo-120m2-ngang-8-2-oto-qua-lai-sau-cho-dau-moi-thu-duc-3ty980-so-hong-san-pr39469265,120 m²,"4,3 tỷ",Đông - Bắc,,,,Sổ đỏ,,Tôi bán lô đất 120m2 ngang 8m đường 2 ôtô qua lại - Sau chợ Đầu Mối Thủ Đức - sổ hồng sẵn - 4tỷ3 TL,"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",6 m,8 m,Chưa Xác Thực,04/11/2024,14/11/2024,Ban Dat
240,Tin thường,39733188,https://batdongsan.com.vn/ban-dat-duong-ngo-chi-quoc-phuong-binh-chieu/toi-ban-4ty-hon-xiu-6-25-x20-full-tho-cu-doi-dien-cong-vien-12m-ngay-cho-dau-moi-pr39733188,125 m²,"4,29 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,"Tôi bán 4tỷ hơn xíu - 6,25 x20m full thổ cư, đối diện công viên - đường 12m - ngay chợ đầu mối","Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",12 m,6 m,Chưa Xác Thực,31/10/2024,15/11/2024,Ban Dat
241,Tin thường,39942072,https://batdongsan.com.vn/ban-dat-duong-so-6-phuong-binh-chieu/ban-lo-biet-thu-sat-bo-song-kinh-doanh-10x22-full-tho-cu-gia-ban-re-nhat-6ty6-pr39942072,220 m²,"6,6 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng,,Bán lô đất biệt thự sát đường bờ sông kinh doanh - 10x22m full thổ cư - giá bán rẻ nhất 6tỷ6,"Đường Số 6, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",12 m,10 m,Chưa Xác Thực,31/10/2024,15/11/2024,Ban Dat
242,Tin thường,41445968,https://batdongsan.com.vn/ban-dat-duong-le-van-quoi-phuong-binh-hung-hoa-a/bn-gp-lo-khu-phn-lo-q-tn-dt-4-520-90m2-full-tho-pr41445968,90 m²,Thỏa thuận,Nam,,,,,,"Bán Gấp Lô đất khu phân lô đường Lê Văn Quới Bình Hưng Hòa A Q Bình Tân. DT(4,5x20) 90m2 full thổ","Lê Văn Quới, Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",6 m,"4,5 m",Chưa Xác Thực,06/11/2024,16/11/2024,Ban Dat
243,Tin thường,41275826,https://batdongsan.com.vn/ban-dat-duong-so-1-phuong-long-truong/chinh-chu-can-ban-gap-lo-dat4x20-3m-81-5m2-ngay-1-gia-re-nhat-thi-lh-pr41275826,"81,5 m²","3,45 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Chính chủ cần bán gấp lô đất 4x20,5m (81,5m2) ngay đường Số 1, giá rẻ nhất thị trường. 0911 875 ***","Đường Số 1, Phường Long Trường, Quận 9, Hồ Chí Minh",,8 m,Chưa Xác Thực,31/10/2024,15/11/2024,Ban Dat
244,Tin thường,39465887,https://batdongsan.com.vn/ban-dat-duong-so-10-phuong-binh-trung-tay/can-ban-lo-cuc-dep-quan-2-chi-32tr-m2-co-hong-pr39465887,90 m²,85 triệu/m²,,,,,Sổ đỏ/ Sổ hồng,,"Ngay đường Số 10 - Bình Trưng Tây - Q2 còn duy nhất 1 lô giá siêu rẻ, DT 90m2 chỉ 85tr/m2","Đường Số 10, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
245,Tin thường,41417741,https://batdongsan.com.vn/ban-dat-duong-thanh-loc-16-phuong-thanh-loc-3/ban-hem-oto-quan-12-182m2-gia-8-ty-pr41417741,182 m²,8 tỷ,,,,,Sổ hồng.,,Bán đất hẻm oto phường Thạnh Lộc Quận 12 - 182m2 - giá 8 tỷ,"Đường Thạnh Lộc 16, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",,,Chưa Xác Thực,04/11/2024,14/11/2024,Ban Dat
246,Tin thường,41153379,https://batdongsan.com.vn/ban-dat-xa-phuoc-kieng/can-ban-gia-2-45-ty-vnd-tai-kien-nha-be-ho-chi-minh-pr41153379,71 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,"Cần bán đất tại Xã Phước Kiển, Nhà Bè, Hồ Chí Minh","Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
247,Tin thường,41287398,https://batdongsan.com.vn/ban-dat-duong-so-8-phuong-tam-binh/mat-tien-8-dien-tich-78m2-gia-4-ty-1-ho-tro-vay-ngan-hang-lh-xem-dat-pr41287398,"61,6 m²","3,6 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Mặt tiền đường số 8 diện tích 61.6m2 giá 3 tỷ 6 hỗ trợ vay ngân hàng LH 0965 895 *** xem đất,"Đường Số 8, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",4 m,6 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
248,Tin thường,41503399,https://batdongsan.com.vn/ban-dat-duong-tran-van-giau-xa-binh-loi-1/ban-1-65-ty-105m2-view-dep-hang-doc-tai-giap-chanh-pr41503399,105 m²,"1,65 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,"BÁN ĐẤT ĐƯỜNG TRẦN VĂN GIÀU, 1,65 TỶ, 105M2 - VIEW ĐẸP, HÀNG ĐỘC TẠI GIÁP BÌNH CHÁNH","Trần Văn Giàu, Bình Lợi, Bình Chánh, Hồ Chí Minh",16 m,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
249,Tin thường,40302949,https://batdongsan.com.vn/ban-dat-duong-ho-hoc-lam-phuong-an-lac-6/b-gap-nen-binh-t-58-2-m2-ngay-nga-tu-vo-v-kiet-va-c-da-co-gpxd-pr40302949,"58,2 m²","3,79 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán gấp đất nền Bình Tân - An Lạc - 58.2m2 - ngay ngã tư Võ Văn Kiệt và Hồ Học Lãm - đã có GPXD,"Đường Hồ Học Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",,4 m,Chưa Xác Thực,08/11/2024,18/11/2024,Ban Dat
250,Tin thường,41432129,https://batdongsan.com.vn/ban-dat-duong-le-van-thinh-phuong-binh-trung-dong/ban-hem-o-to-gan-nga-3-va-nguyen-duy-trinh-pr41432129,82 m²,"6,1 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,Bán đất hẻm ô tô gần ngã 3 đường Lê Văn Thịnh và đường Nguyễn Duy Trinh,"Đường Lê Văn Thịnh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",5 m,6 m,TIN XÁC THỰC,05/11/2024,15/11/2024,Ban Dat
251,Tin thường,41470684,https://batdongsan.com.vn/ban-dat-phuong-an-phu/b-190m-tho-cu-hem-4m-sat-ben-thao-dien-gia-17-5-ty-pr41470684,187 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán 187m2 đất thổ cư hẻm 4m phường An Phú, sát bên Thảo Điền giá 17.5 tỷ","Phường An Phú, Quận 2, Hồ Chí Minh",4 m,,TIN XÁC THỰC,08/11/2024,18/11/2024,Ban Dat
252,Tin thường,40943094,https://batdongsan.com.vn/ban-dat-duong-nguyen-kiem-phuong-4-19/ban-hxh-4m-p4-phu-nhuan-140m2-6x24-khu-dan-tri-cao-tuong-lai-ra-mat-tien-30m-pr40943094,140 m²,"12,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Bán đất HXH 4m Nguyễn Kiệm P4 Phú Nhuận - 140m2 (6x24). Khu dân trí cao, tương lai ra mặt tiền 30m","Đường Nguyễn Kiệm, Phường 4, Phú Nhuận, Hồ Chí Minh",4 m,6 m,Chưa Xác Thực,19/10/2024,18/11/2024,Ban Dat
253,Tin thường,40922454,https://batdongsan.com.vn/ban-dat-duong-truong-van-bang-phuong-thanh-my-loi/ban-xay-cao-6-tang-khu-hanh-chinh-quan-2-dt-160m2-gia-chi-30-ty-4-so-hong-rieng-pr40922454,160 m²,"32,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất xây cao 6 tầng khu hành chính Thạnh Mỹ Lợi Quận 2, DT 160m2 giá chỉ 32 tỷ 8, sổ hồng riêng","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,07/11/2024,17/11/2024,Ban Dat
254,Tin thường,41393364,https://batdongsan.com.vn/ban-dat-duong-nguyen-trung-truc-phuong-ben-thanh/ban-mt-q1-35x31-1055m2-2-6-ty-hang-limited-pr41393364,1.055 m²,2.850 tỷ,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất MT Nguyễn Trung Trực - Bến Thành - Q1 35x31, 1055m2 2,85 tỷ (hàng limited)","Đường Nguyễn Trung Trực, Phường Bến Thành, Quận 1, Hồ Chí Minh",,35 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
255,Tin thường,41503167,https://batdongsan.com.vn/ban-dat-duong-lieu-binh-huong-thi-tran-cu-chi/ban-198m-gia-535tr-mat-tien-ngay-cho-viet-kieu-pr41503167,198 m²,Thỏa thuận,,,,,,,"Bán đất 198m2 mặt tiền đường Liêu Bình Hương, thị trấn Củ Chi ngay chợ Việt Kiều","Đường Liêu Bình Hương, Thị trấn Củ Chi, Củ Chi, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
256,Tin thường,41432129,https://batdongsan.com.vn/ban-dat-duong-le-van-thinh-phuong-binh-trung-dong/ban-hem-o-to-gan-nga-3-va-nguyen-duy-trinh-pr41432129,82 m²,"6,1 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,Bán đất hẻm ô tô gần ngã 3 đường Lê Văn Thịnh và đường Nguyễn Duy Trinh,"Đường Lê Văn Thịnh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",5 m,6 m,TIN XÁC THỰC,05/11/2024,15/11/2024,Ban Dat
257,Tin thường,41470684,https://batdongsan.com.vn/ban-dat-phuong-an-phu/b-190m-tho-cu-hem-4m-sat-ben-thao-dien-gia-17-5-ty-pr41470684,187 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán 187m2 đất thổ cư hẻm 4m phường An Phú, sát bên Thảo Điền giá 17.5 tỷ","Phường An Phú, Quận 2, Hồ Chí Minh",4 m,,TIN XÁC THỰC,08/11/2024,18/11/2024,Ban Dat
258,Tin thường,40922454,https://batdongsan.com.vn/ban-dat-duong-truong-van-bang-phuong-thanh-my-loi/ban-xay-cao-6-tang-khu-hanh-chinh-quan-2-dt-160m2-gia-chi-30-ty-4-so-hong-rieng-pr40922454,160 m²,"32,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất xây cao 6 tầng khu hành chính Thạnh Mỹ Lợi Quận 2, DT 160m2 giá chỉ 32 tỷ 8, sổ hồng riêng","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,07/11/2024,17/11/2024,Ban Dat
259,Tin thường,39531583,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-hiep-binh-chanh/ban-18x13m-khu-biet-thu-dan-chanh-pr39531583,203 m²,"14,2 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất (10*21m) khu biệt thự Bình Dân, Hiệp Bình Chánh, TP Thủ Đức","Đường Số 3, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,,TIN XÁC THỰC,06/11/2024,16/11/2024,Ban Dat
260,Tin thường,41358025,https://batdongsan.com.vn/ban-dat-duong-28-phuong-linh-dong/ban-gap-lo-mat-tien-xe-tai-ngay-vanh-dai-2-sieu-hot-pr41358025,"72,2 m²","5,2 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán gấp lô đất mặt tiền đường xe tải ngay vành đai 2 linh đông siêu hot: 0933 352 ***,"Đường 28, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",7 m,"4,3 m",TIN XÁC THỰC,11/11/2024,21/11/2024,Ban Dat
261,Tin thường,40920631,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-15-xa-phu-hoa-dong/cat-ban-nhanh-162m2-mat-tien-15-cu-chi-pr40920631,162 m²,"1,45 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Cắt lỗ bán nhanh 162m2 đất mặt tiền Tỉnh Lộ 15, Phú Hòa Đông, Củ Chi","Đường Tỉnh lộ 15, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh.",,6 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
262,Tin thường,41377820,https://batdongsan.com.vn/ban-dat-xa-phuoc-thanh/gia-soc-855-trieu-206m2-tho-so-san-mat-tien-duong-nhua-cu-chi-pr41377820,206 m²,855 triệu,,,,,Sổ đỏ/ Sổ hồng.,,"Giá sốc 855 triệu/206m2 đất thổ, sổ sẵn, mặt tiền đường nhựa Phước Thạnh, Củ Chi","Xã Phước Thạnh, Củ Chi, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
263,Tin thường,41502661,https://batdongsan.com.vn/ban-dat-pho-nguyen-xi-phuong-26/ban-lo-ngang-hiem-4-8m-duong-truoc-nha-10m-xe-tai-quay-dau-xay-moi-ham-6-tang-gia-ban-13t-pr41502661,100 m²,13 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán lô đất ngang hiếm 4,8m đường trước nhà 10m xe tải quay đầu - xây mới hầm 6 tầng - giá bán 13tỷ","Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10 m,"4,8 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
264,Tin thường,40534208,https://batdongsan.com.vn/ban-dat-duong-4a-phuong-long-thanh-my/ban-tdc-phuoc-thien-7x21-16m-ngay-vinhomes-q9-pr40534208,147 m²,"6,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất TDC Phước Thiện 7x21m, đường 16m, ngay Vinhomes Q9","Đường 4A, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",16 m,7 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
265,Tin thường,41452442,https://batdongsan.com.vn/ban-dat-duong-cong-lo-phuong-15-8/-8m-x18m-p15-tan-binh-pr41452442,154 m²,13 tỷ,,,,,,,"Lô đất 8m x 18m Cống Lở, P. 15, Tân Bình","Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",5 m,8 m,Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
266,Tin thường,41433942,https://batdongsan.com.vn/ban-dat-pho-phung-hung-1-xa-an-vien-1/b-lo-nen-du-dep-tai-gia-tot-1-55-ty-80m2-nhieu-tien-ich-xh-sach-dep-pr41433942?source=ad&adid=2648638,80 m²,"1,2 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán lô đất nền dự án đẹp tại phố Phùng Hưng Một Tỷ Hai giá tốt 80m2, nhiều tiện ích xanh sạch đẹp","Phố Phùng Hưng, Xã An Viễn, Trảng Bom, Đồng Nai",,5 m,Chưa Xác Thực,05/11/2024,15/11/2024,Ban Dat
267,Tin thường,40162525,https://batdongsan.com.vn/ban-dat-duong-3-8-phuong-tang-nhon-phu-b/an-so-3-tp-thu-duc-quan-9-cu-pr40162525,"88,7 m²","3,99 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,"Bán đất đường Số 3 - Phường Tăng Nhơn Phú B, Tp Thủ Đức. (Quận 9 cũ)","Đường 3, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",3 m,"6,5 m",Chưa Xác Thực,11/11/2024,21/11/2024,Ban Dat
268,Tin thường,41454001,https://batdongsan.com.vn/ban-dat-duong-truong-luu-phuong-long-truong-1/ban-4x17-5m-hem-xe-hoi-7m-tranh-nhau-d-p-tp-thu-duc-gia-3-25ty-pr41454001,69 m²,"3,25 tỷ",Tây,,,,Sổ hồng,,"Bán đất (4x17.5m) Hẻm xe hơi 7m tránh nhau Đ. Trường Lưu, P. Long Trường, Tp. Thủ Đức. Giá 3.25tỷ","Đường Trường Lưu, Phường Long Trường, Thủ Đức, Hồ Chí Minh",8 m,4 m,Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
269,Tin thường,41454287,https://batdongsan.com.vn/ban-dat-duong-truong-luu-phuong-long-truong/ban-hem-o-to-d-p-quan-9-tp-thu-duc-4-4x12m-gia-2-75-ty-tl-pr41454287,"51,5 m²","2,75 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,"Bán đất hẻm ô tô, Đ. Trường Lưu, P. Long Trường, Quận 9, TP. Thủ Đức, 4.4x12m. Giá 2.75 tỷ TL","Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",8 m,"4,4 m",Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
